,Ref_DOI_number,Ref_publication_date,Ref_journal,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,JV_light_intensity,Perovskite_band_gap,Perovskite_composition_short_form,Cell_architecture,DOI,Citations,Journal,Publication_date
11,10.1016/j.electacta.2019.135173,2019-11-02,Electrochimica Acta,0.55,0.17,0.442,0.04,100.0,,MABiI,nip,10.1016/j.electacta.2019.135173,4,Electrochimica Acta,2019-11-02
12,10.1002/cssc.201701470,2017-08-31,ChemSusChem,0.84,0.18,0.35,0.05,100.0,,MABiI,nip,10.1002/cssc.201701470,24,ChemSusChem,2017-08-31
13,10.1039/c7ra04924b,2017-07-17,RSC Advances,0.83,0.253,0.2339999999999999,0.05,100.0,2.17,MABiI,nip,10.1039/c7ra04924b,24,RSC Advances,2017-07-17
14,10.1021/acs.chemmater.9b01025,2019-06-11,Chemistry of Materials,0.545,0.09,0.58,0.06,100.0,1.94,BAKBiTeO,nip,10.1021/acs.chemmater.9b01025,16,Chemistry of Materials,2019-06-11
15,10.1016/j.jallcom.2018.07.185,2018-07-18,Journal of Alloys and Compounds,0.61,0.37,0.2769999999999999,0.06,100.0,1.9,MABiI,nip,10.1016/j.jallcom.2018.07.185,21,Journal of Alloys and Compounds,2018-07-18
16,10.1016/j.matlet.2017.01.047,2017-01-14,Materials Letters,0.6859999999999999,0.372,0.32,0.08,100.0,2.1,MABiI,nip,10.1016/j.matlet.2017.01.047,23,Materials Letters,2017-01-14
17,10.1051/e3sconf/20186701021,2018-11-26,E3S Web of Conferences,0.24,1.79,0.27,0.09,100.0,1.6,MAPbI,nip,10.1051/e3sconf/20186701021,3,E3S Web of Conferences,2018-11-26
18,10.1016/j.solmat.2016.01.035,2016-02-28,Solar Energy Materials and Solar Cells,0.66,0.22,0.69,0.1,100.0,,MABiI,pin,10.1016/j.solmat.2016.01.035,140,Solar Energy Materials and Solar Cells,2016-02-28
19,10.1186/s11671-017-2117-6,2017-05-22,Nanoscale Research Letters,0.126,3.12,0.29,0.1,100.0,1.4,FASnI,nip,10.1186/s11671-017-2117-6,18,Nanoscale Research Letters,2017-05-22
20,10.1039/c6ta04657f,2016-07-14,Journal of Materials Chemistry A,0.721,0.491,0.318,0.11,100.0,,MABiI,nip,10.1039/c6ta04657f,115,Journal of Materials Chemistry A,2016-07-14
21,10.2109/jcersj2.15322,2016-04-30,Journal of the Ceramic Society of Japan,0.483,0.621,0.374,0.11,100.0,1.59,MAPbI,nip,10.2109/jcersj2.15322,3,Journal of the Ceramic Society of Japan,2016-04-30
22,10.1088/2053-1591/ab334f,2019-07-18,Materials Research Express,1.0,18.0,0.62,0.11,100.0,1.6,MAPbI,nip,10.1088/2053-1591/ab334f,4,Materials Research Express,2019-07-18
23,10.1246/cl.180919,2018-12-28,Chemistry Letters,0.22,1.96,0.301,0.13,100.0,1.52,MABiI,nip,10.1246/cl.180919,4,Chemistry Letters,2018-12-28
24,10.1016/j.jallcom.2017.12.188,2017-12-19,Journal of Alloys and Compounds,0.505,0.64,0.433,0.14,100.0,,MABiI,nip,10.1016/j.jallcom.2017.12.188,17,Journal of Alloys and Compounds,2017-12-19
25,10.1246/cl.170494,2017-06-02,Chemistry Letters,0.746,0.285,0.662,0.141,100.0,1.31,(DAP)PbI,nip,10.1246/cl.170494,2,Chemistry Letters,2017-06-02
26,10.1002/solr.201900218,2019-06-14,Solar RRL,0.54,0.5870000000000001,0.47,0.15,100.0,1.67,MABiI,nip,10.1002/solr.201900218,10,Solar RRL,2019-06-14
27,10.4067/S0717-97072015000200017,2015-08-10,Journal of the Chilean Chemical Society,0.47,1.5,0.23,0.16,100.0,1.6,MAPbI,nip,10.4067/S0717-97072015000200017,7,Journal of the Chilean Chemical Society,2015-08-10
28,10.1002/pssa.201800409,2018-09-10,physica status solidi (a),0.725,0.58,0.38,0.16,100.0,,MABiI,nip,10.1002/pssa.201800409,11,physica status solidi (a),2018-09-10
29,10.1063/1.5025077,2018-06-27,The Journal of Chemical Physics,0.44,0.82,0.55,0.16,100.0,1.41,MANiClI,pin,10.1063/1.5025077,2,The Journal of Chemical Physics,2018-06-27
30,10.1039/c7nr05764d,2017-11-23,Nanoscale,0.486,0.7979999999999999,0.42,0.16,100.0,,MABiI,nip,10.1039/c7nr05764d,17,Nanoscale,2017-11-23
31,10.1557/adv.2018.514,2018-06-28,MRS Advances,0.7190000000000001,0.61,0.385,0.1689999999999999,100.0,,MABiI,nip,10.1557/adv.2018.514,4,MRS Advances,2018-06-28
32,10.1016/j.solener.2019.02.034,2019-02-23,Solar Energy,0.214,2.33,0.33,0.17,100.0,2.24,MABiI,nip,10.1016/j.solener.2019.02.034,20,Solar Energy,2019-02-23
33,10.1557/adv.2018.513,2018-07-11,MRS Advances,0.72,0.61,0.38,0.17,100.0,,MABiI,nip,10.1557/adv.2018.513,2,MRS Advances,2018-07-11
34,10.1063/1.4941217,2016-02-02,-,0.13,3.9,0.38,0.2,100.0,1.6,MAPbI,nip,10.1063/1.4941217,3,AIP Conference Proceedings,2016-02-02
35,10.1021/acsaem.8b00372,2018-05-25,ACS Applied Energy Materials,0.68,0.73,0.41,0.2,100.0,1.81,(PMA)CuBr,nip,10.1021/acsaem.8b00372,47,ACS Applied Energy Materials,2018-05-25
36,10.1088/1367-2630/aaf8eb,2018-12-17,New Journal of Physics,1.27,0.23,0.647,0.2,100.0,1.45,BaKNbNiO,nip,10.1088/1367-2630/aaf8eb,4,New Journal of Physics,2018-12-17
37,10.1039/c5ta05741h,2015-10-16,Journal of Materials Chemistry A,0.15,4.0,0.3,0.2,100.0,,MAGeI,nip,10.1039/c5ta05741h,530,Journal of Materials Chemistry A,2015-10-16
38,10.1016/j.jechem.2017.09.016,2017-09-22,Journal of Energy Chemistry,0.91,0.35,0.652,0.21,100.0,,MAPbBr,nip,10.1016/j.jechem.2017.09.016,7,Journal of Energy Chemistry,2017-09-22
39,10.1021/acsami.7b14735,2018-01-17,ACS Applied Materials & Interfaces,0.49,0.67,0.636,0.21,100.0,2.0,CsBiI,nip,10.1021/acsami.7b14735,72,ACS Applied Materials & Interfaces,2018-01-17
40,10.1021/acsami.9b05700,2019-06-21,ACS Applied Materials & Interfaces,0.68,1.04,0.32,0.23,100.0,1.5,MAPbI,nip,10.1021/acsami.9b05700,4,ACS Applied Materials & Interfaces,2019-06-21
41,10.1038/s41598-017-05317-w,2017-07-04,Scientific Reports,0.4,1.25,0.46,0.23,100.0,,GUSnI,pin,10.1038/s41598-017-05317-w,7,Scientific Reports,2017-07-04
42,10.1016/j.mattod.2019.04.023,2019-05-18,Materials Today,0.64,1.03,0.379,0.25,100.0,,AgCsBiSbBr,nip,10.1016/j.mattod.2019.04.023,16,Materials Today,2019-05-18
43,10.1246/cl.190165,2019-05-22,Chemistry Letters,0.24,2.95,0.351,0.25,100.0,,MASnI,nip,10.1246/cl.190165,2,Chemistry Letters,2019-05-22
44,10.1021/acsami.6b02843,2016-05-26,ACS Applied Materials & Interfaces,0.56,0.83,0.48,0.26,100.0,,MABiI,nip,10.1021/acsami.6b02843,214,ACS Applied Materials & Interfaces,2016-05-26
45,10.1016/j.ijleo.2017.02.101,2017-03-02,Optik,0.42,1.41,0.44,0.26,100.0,1.56,MAPbI,nip,10.1016/j.ijleo.2017.02.101,9,Optik,2017-03-02
46,10.1039/c7ra07123j,2017-09-11,RSC Advances,0.604,1.06,0.42,0.27,100.0,1.8,MABiI,nip,10.1039/c7ra07123j,26,RSC Advances,2017-09-11
47,10.1021/acs.inorgchem.9b01439,2019-12-02,Inorganic Chemistry,0.44,1.81,0.38,0.3,100.0,2.2,(4ApyH)SbI,pin,10.1021/acs.inorgchem.9b01439,10,Inorganic Chemistry,2019-12-02
48,10.1039/c6ra28190g,2017-01-31,RSC Advances,0.51,0.94,0.61,0.31,100.0,,MABiI,nip,10.1039/c6ra28190g,54,RSC Advances,2017-01-31
49,10.1039/c6tc00650g,2016-03-10,Journal of Materials Chemistry C,1.3,0.88,0.3,0.32,100.0,,MAMnPbI,pin,10.1039/c6tc00650g,44,Journal of Materials Chemistry C,2016-03-10
50,10.1063/1.4932129,2015-09-29,Applied Physics Letters,0.42,1.7,0.45,0.32,100.0,,nanBiI,nip,10.1063/1.4932129,104,Applied Physics Letters,2015-09-29
51,10.1007/s10853-019-03582-w,2019-04-11,Journal of Materials Science,0.588,1.18,0.48,0.33,100.0,,MABiI,nip,10.1007/s10853-019-03582-w,6,Journal of Materials Science,2019-04-11
52,10.1016/j.nanoen.2016.02.057,2016-03-02,Nano Energy,0.86,,,0.35,100.0,1.59,MAPbI,nip,10.1016/j.nanoen.2016.02.057,93,Nano Energy,2016-03-02
53,10.1016/j.solmat.2019.109941,2019-05-21,Solar Energy Materials and Solar Cells,0.59,1.4,0.46,0.36,100.0,,MABiI,pin,10.1016/j.solmat.2019.109941,14,Solar Energy Materials and Solar Cells,2019-05-21
54,10.1002/slct.201700025,2017-02-08,ChemistrySelect,0.653,1.1,0.496,0.36,100.0,,MABiI,nip,10.1002/slct.201700025,28,ChemistrySelect,2017-02-08
55,10.1016/j.materresbull.2016.08.052,2016-09-09,Materials Research Bulletin,0.206,0.177,0.31,0.4,100.0,1.22,CsPbSnI,nip,10.1016/j.materresbull.2016.08.052,14,Materials Research Bulletin,2016-09-09
56,10.1149/06104.0361ecst,2014-05-05,ECS Transactions,0.32,3.0,0.42,0.4,100.0,1.67,MAPbI,nip,10.1149/06104.0361ecst,0,ECS Transactions,2014-05-05
57,10.1088/1757-899X/515/1/012089,2019-04-17,IOP Conference Series: Materials Science and Engineering,,,,0.41,100.0,1.59,MAPbI,nip,10.1088/1757-899X/515/1/012089,2,IOP Conference Series: Materials Science and Engineering,2019-04-17
58,10.1002/celc.201801322,2018-11-09,ChemElectroChem,0.87,1.6,0.34,0.41,100.0,2.2,MABiI,nip,10.1002/celc.201801322,22,ChemElectroChem,2018-11-09
59,10.1016/j.joule.2018.06.004,2018-06-25,Joule,1.13,0.85,0.43,0.42,100.0,2.83,MAPbBrCl,pin,10.1016/j.joule.2018.06.004,46,Joule,2018-06-25
60,10.1039/c8se00154e,2018-05-24,Sustainable Energy & Fuels,0.47,1.99,0.44,0.42,100.0,1.66,CsNaBiI,nip,10.1039/c8se00154e,65,Sustainable Energy & Fuels,2018-05-24
61,10.7567/JJAP.56.08MC05,2017-07-10,Japanese Journal of Applied Physics,0.642,1.28,0.55,0.45,100.0,2.52,GUPbI,nip,10.7567/JJAP.56.08MC05,10,Japanese Journal of Applied Physics,2017-07-10
62,10.1021/acsaem.7b00103,2018-01-02,ACS Applied Energy Materials,0.67,2.3,0.31,0.47,100.0,,CsPbBrI,nip,10.1021/acsaem.7b00103,30,ACS Applied Energy Materials,2018-01-02
63,10.1039/c6ta09582h,2016-12-19,Journal of Materials Chemistry A,0.957,8.88,0.57,0.484,100.0,2.2,BACsPbI,pin,10.1039/c6ta09582h,157,Journal of Materials Chemistry A,2016-12-19
64,10.1016/j.poly.2018.01.034,2018-02-15,Polyhedron,0.6559999999999999,1.52,0.489,0.49,100.0,2.1,MAPb(SCN)I,nip,10.1016/j.poly.2018.01.034,8,Polyhedron,2018-02-15
65,10.1021/acsenergylett.6b00170,2016-06-22,ACS Energy Letters,0.8959999999999999,1.0,0.55,0.49,100.0,2.14,MASbI,pin,10.1021/acsenergylett.6b00170,236,ACS Energy Letters,2016-06-22
66,10.1007/s40843-018-9300-6,2018-06-18,Science China Materials,0.7040000000000001,1.05,0.6709999999999999,0.5,100.0,2.43,nanCuSbI,pin,10.1007/s40843-018-9300-6,13,Science China Materials,2018-06-18
67,10.1002/anie.201702265,2017-04-28,Angewandte Chemie International Edition,1.03,1.15,0.429,0.51,100.0,2.27,(NH4)SbI,pin,10.1002/anie.201702265,117,Angewandte Chemie International Edition,2017-04-28
68,10.1016/j.materresbull.2017.09.054,2017-09-28,Materials Research Bulletin,0.6,1.5,0.59,0.55,100.0,2.1,MASnCl,nip,10.1016/j.materresbull.2017.09.054,28,Materials Research Bulletin,2017-09-28
69,10.1016/j.nanoen.2016.09.009,2016-09-09,Nano Energy,0.45,2.1,0.595,0.56,100.0,1.8,CsSnBr,pin,10.1016/j.nanoen.2016.09.009,102,Nano Energy,2016-09-09
70,10.1021/acs.inorgchem.9b01233,2019-09-04,Inorganic Chemistry,0.55,2.19,0.47,0.57,100.0,1.78,CsBiI,nip,10.1021/acs.inorgchem.9b01233,22,Inorganic Chemistry,2019-09-04
71,10.1021/acsaem.8b00007,2018-02-01,ACS Applied Energy Materials,0.449,2.8,0.45,0.57,100.0,,MAGeBrI,pin,10.1021/acsaem.8b00007,108,ACS Applied Energy Materials,2018-02-01
72,10.3390/nano9121760,2019-12-12,Nanomaterials,0.87,1.22,0.61,0.6,100.0,,AgCsBiBr,nip,10.3390/nano9121760,21,Nanomaterials,2019-12-12
73,10.1016/j.matlet.2018.03.085,2018-03-18,Materials Letters,0.61,2.65,0.3879999999999999,0.62,100.0,,AgBiI,nip,10.1016/j.matlet.2018.03.085,15,Materials Letters,2018-03-18
74,10.1002/ente.201901185,2019-11-22,Energy Technology,0.37,5.7,0.36,0.63,100.0,1.65,(C6H4NH2)CuBrI,nip,10.1002/ente.201901185,18,Energy Technology,2019-11-22
75,10.1016/j.apsusc.2019.01.233,2019-01-26,Applied Surface Science,0.825,2.165,0.353,0.63,100.0,1.6,MAPbI,nip,10.1016/j.apsusc.2019.01.233,15,Applied Surface Science,2019-01-26
76,10.1021/acs.chemmater.6b03310,2016-09-22,Chemistry of Materials,0.55,2.11,0.57,0.66,100.0,2.24,RbSbI,nip,10.1021/acs.chemmater.6b03310,195,Chemistry of Materials,2016-09-22
77,10.1246/cl.150651,2015-07-30,Chemistry Letters,0.835,16.5,0.093,0.67,100.0,1.6,MAPbI,nip,10.1246/cl.150651,28,Chemistry Letters,2015-07-30
78,10.1016/j.matdes.2017.12.036,2017-12-19,Materials & Design,0.72,2.31,0.4,0.67,100.0,1.92,AgBiI,nip,10.1016/j.matdes.2017.12.036,24,Materials & Design,2017-12-19
79,10.1002/anie.201408713,2014-12-04,Angewandte Chemie International Edition,0.77,2.9,0.3,0.68,100.0,1.6,MAPbI,nip,10.1002/anie.201408713,44,Angewandte Chemie International Edition,2014-12-04
80,10.1021/am5025963,2014-06-27,ACS Applied Materials & Interfaces,0.205,9.47,0.36,0.71,100.0,1.6,MAPbI,pin,10.1021/am5025963,48,ACS Applied Materials & Interfaces,2014-06-27
81,10.1038/NMAT4150,2014-12-08,Nature Materials,0.17,8.3,0.5,0.71,100.0,1.59,MAPbI,nip,10.1038/NMAT4150,1098,Nature Materials,2014-12-08
82,10.1021/acs.chemmater.7b03227,2017-12-28,Chemistry of Materials,0.85,1.0,0.73,0.71,100.0,,MABiI,nip,10.1021/acs.chemmater.7b03227,60,Chemistry of Materials,2017-12-28
83,10.1021/jz400348q,2013-03-01,The Journal of Physical Chemistry Letters,1.06,1.57,0.43,0.72,100.0,2.32,MAPbBr,nip,10.1021/jz400348q,445,The Journal of Physical Chemistry Letters,2013-02-28
84,10.1021/acs.chemmater.8b00676,2018-05-22,Chemistry of Materials,0.66,1.84,0.63,0.76,100.0,2.03,RbSbI,nip,10.1021/acs.chemmater.8b00676,82,Chemistry of Materials,2018-05-22
85,10.1002/cssc.201702169,2018-01-26,ChemSusChem,0.62,2.38,0.52,0.77,100.0,1.77,CsBiI,nip,10.1002/cssc.201702169,15,ChemSusChem,2018-01-26
86,10.1002/pssr.201600166,2016-06-30,physica status solidi (RRL) - Rapid Research Letters,0.52,3.2,0.515,0.86,100.0,1.48,CsSnI,nip,10.1002/pssr.201600166,91,physica status solidi (RRL) - Rapid Research Letters,2016-06-30
87,10.1039/c6ra08816c,2016-06-16,RSC Advances,0.32,10.49,,0.88,100.0,1.59,(6-ACA)MAPbI,pin,10.1039/c6ra08816c,2,RSC Advances,2016-06-16
88,10.1063/1.4766279,2012-11-06,AIP Advances,1.1,3.2,0.25,0.88,100.0,3.3,SrTiO,Schottky,10.1063/1.4766279,25,AIP Advances,2012-11-06
89,10.1016/j.jallcom.2020.156351,2020-07-18,Journal of Alloys and Compounds,0.1889999999999999,22.36,0.281,0.9,100.0,1.32,FASnI,nip,10.1016/j.jallcom.2020.156351,4,Journal of Alloys and Compounds,2020-07-18
90,10.1016/j.materresbull.2017.01.035,2017-01-30,Materials Research Bulletin,0.5,3.3,0.55,0.9,100.0,1.58,MAPbI,nip,10.1016/j.materresbull.2017.01.035,22,Materials Research Bulletin,2017-01-30
91,10.1186/s40580-017-0120-3,2017-09-22,Nano Convergence,0.63,1.92,0.75,0.91,100.0,,AgBiI,nip,10.1186/s40580-017-0120-3,37,Nano Convergence,2017-09-21
92,10.1088/1361-6641/aab455,2018-03-28,Semiconductor Science and Technology,0.23,0.63,0.65,0.96,100.0,2.8,MAAlCl,nip,10.1088/1361-6641/aab455,1,Semiconductor Science and Technology,2018-03-28
93,10.1016/j.solmat.2016.09.022,2016-09-22,Solar Energy Materials and Solar Cells,0.51,5.41,0.35,0.96,100.0,1.48,CsSnI,nip,10.1016/j.solmat.2016.09.022,250,Solar Energy Materials and Solar Cells,2016-09-22
94,10.1039/c8ce00999f,2018-08-16,CrystEngComm,1.01,2.17,0.44,0.97,100.0,1.87,(DAT)MAPbI,pin,10.1039/c8ce00999f,16,CrystEngComm,2018-08-16
95,10.1039/c8qi00309b,2018-05-14,Inorganic Chemistry Frontiers,0.77,1.91,0.6709999999999999,0.99,100.0,1.96,AgCsSbI,pin,10.1039/c8qi00309b,17,Inorganic Chemistry Frontiers,2018-05-14
96,10.1039/c7cc00921f,2017-03-28,Chemical Communications,0.635,2.86,0.546,1.03,100.0,,FAHAPbI,nip,10.1039/c7cc00921f,57,Chemical Communications,2017-03-28
97,10.1021/acs.jpcc.9b09617,2019-10-25,The Journal of Physical Chemistry C,0.53,4.31,0.46,1.05,100.0,1.78,CsBiI,nip,10.1021/acs.jpcc.9b09617,15,The Journal of Physical Chemistry C,2019-10-25
98,10.1002/adma.201501978,2015-09-29,Advanced Materials,0.85,2.15,0.6,1.09,100.0,2.4,CsBiI,nip,10.1002/adma.201501978,770,Advanced Materials,2015-09-29
99,10.1007/s10853-017-1890-z,2017-12-12,Journal of Materials Science,0.65,6.1,0.284,1.1,100.0,1.27,CsSnI,Pn-Heterojunction,10.1007/s10853-017-1890-z,15,Journal of Materials Science,2017-12-12
100,10.1246/cl.130774,2013-10-03,Chemistry Letters,0.51,3.9,0.53,1.1,100.0,,MAPbBr,nip,10.1246/cl.130774,14,Chemistry Letters,2013-10-03
101,10.1016/j.solmat.2014.10.017,2014-11-05,Solar Energy Materials and Solar Cells,0.7020000000000001,3.56,0.445,1.11,100.0,1.5,MAPbI,nip,10.1016/j.solmat.2014.10.017,53,Solar Energy Materials and Solar Cells,2014-11-05
102,10.1039/c5ta06156c,2015-09-10,Journal of Materials Chemistry A,0.633,3.46,0.51,1.12,100.0,1.6,MAPbI,nip,10.1039/c5ta06156c,51,Journal of Materials Chemistry A,2015-09-10
103,10.1039/c5ra21291j,2015-12-21,RSC Advances,0.498,4.27,0.491,1.12,100.0,,MASnBr,nip,10.1039/c5ra21291j,87,RSC Advances,2015-12-21
104,10.1021/acs.chemmater.6b03054,2016-10-03,Chemistry of Materials,0.91,2.65,0.46,1.13,100.0,2.05,HAPbI,pin,10.1021/acs.chemmater.6b03054,184,Chemistry of Materials,2016-10-03
105,10.1007/s13204-018-0744-6,2018-03-28,Applied Nanoscience,0.87,2.38,0.562,1.16,100.0,2.4,CsPbBr,nip,10.1007/s13204-018-0744-6,1,Applied Nanoscience,2018-03-28
106,10.1088/0957-4484/27/20/20LT01,2016-04-12,Nanotechnology,0.92,2.62,0.48,1.16,100.0,1.6,MAPbI,pin,10.1088/0957-4484/27/20/20LT01,15,Nanotechnology,2016-04-12
107,10.1016/j.solener.2019.05.060,2019-05-29,Solar Energy,0.62,5.21,0.34,1.2,100.0,1.6,MAPbI,nip,10.1016/j.solener.2019.05.060,4,Solar Energy,2019-05-29
108,10.1038/s41598-018-33987-7,2018-10-18,Scientific Reports,0.31,8.1,0.45,1.2,100.0,,CsSnI,pin,10.1038/s41598-018-33987-7,8,Scientific Reports,2018-10-18
109,10.1021/acs.jpclett.5b01426,2015-07-31,The Journal of Physical Chemistry Letters,0.91,2.88,0.46,1.2,100.0,,MAPbI,nip,10.1021/acs.jpclett.5b01426,68,The Journal of Physical Chemistry Letters,2015-07-31
110,10.1007/s40843-017-9014-9,2017-03-17,Science China Materials,0.851,2.96,0.445,1.21,100.0,2.3,CsPbBr,nip,10.1007/s40843-017-9014-9,39,Science China Materials,2017-03-16
111,10.1002/adom.201801368,2019-01-02,Advanced Optical Materials,0.61,3.55,0.5579999999999999,1.21,100.0,2.05,CsSbI,nip,10.1002/adom.201801368,44,Advanced Optical Materials,2019-01-02
112,10.1021/acs.jpclett.5b01327,2015-08-17,The Journal of Physical Chemistry Letters,0.69,3.88,0.46,1.22,100.0,,MAPbI,nip,10.1021/acs.jpclett.5b01327,94,The Journal of Physical Chemistry Letters,2015-08-17
113,10.1039/c8ra00639c,2018-05-14,RSC Advances,0.66,3.68,0.51,1.25,100.0,,GUPb(SCN)I,nip,10.1039/c8ra00639c,8,RSC Advances,2018-05-14
114,10.1039/c9tc02181g,2019-06-06,Journal of Materials Chemistry C,0.74,3.42,0.51,1.26,100.0,1.8,CsBiI,pin,10.1039/c9tc02181g,34,Journal of Materials Chemistry C,2019-06-06
115,10.1021/acsenergylett.8b00871,2018-06-26,ACS Energy Letters,1.02,1.84,0.67,1.26,100.0,2.2,CsAgBiBr,nip,10.1021/acsenergylett.8b00871,113,ACS Energy Letters,2018-06-26
116,10.1080/15421406.2017.1362889,2017-12-07,Molecular Crystals and Liquid Crystals,0.58,3.74,0.5920000000000001,1.28,100.0,1.45,MAPbI,nip,10.1080/15421406.2017.1362889,14,Molecular Crystals and Liquid Crystals,2017-12-07
117,10.1002/advs.201700759,2017-12-18,Advanced Science,1.07,1.78,0.69,1.3,100.0,2.05,AgCsBiBr,nip,10.1002/advs.201700759,207,Advanced Science,2017-12-18
118,10.1016/j.solener.2019.08.080,2019-09-05,Solar Energy,0.597,5.42,0.401,1.3,100.0,1.6,MAPbI,nip,10.1016/j.solener.2019.08.080,7,Solar Energy,2019-09-05
119,10.1246/cl.170428,2017-05-29,Chemistry Letters,0.8,2.79,0.59,1.31,100.0,,BAPbI,nip,10.1246/cl.170428,15,Chemistry Letters,2017-05-29
120,10.1021/acs.jpcc.7b06278,2017-07-10,The Journal of Physical Chemistry C,0.648,4.103,0.5,1.33,100.0,,CsSnI,nip,10.1021/acs.jpcc.7b06278,45,The Journal of Physical Chemistry C,2017-07-10
121,10.1016/j.tsf.2018.07.039,2018-07-29,Thin Solid Films,0.27,14.5,0.34,1.35,100.0,1.6,MAPbI,nip,10.1016/j.tsf.2018.07.039,16,Thin Solid Films,2018-07-29
122,10.1002/solr.201800217,2018-09-24,Solar RRL,1.12,1.79,0.68,1.37,100.0,,AgCsBiBr,nip,10.1002/solr.201800217,79,Solar RRL,2018-09-24
123,10.1016/j.orgel.2019.06.037,2019-06-26,Organic Electronics,0.99,1.94,0.72,1.41,100.0,,AgCsRbBiBr,nip,10.1016/j.orgel.2019.06.037,42,Organic Electronics,2019-06-26
124,10.1080/01411594.2018.1527914,2018-10-04,Phase Transitions,0.8,3.4,0.55,1.48,100.0,1.71,FAMAPbBrI,nip,10.1080/01411594.2018.1527914,3,Phase Transitions,2018-10-04
125,10.1021/acsami.7b16349,2017-12-27,ACS Applied Materials & Interfaces,0.72,5.31,0.39,1.49,100.0,2.05,CsSbI,pin,10.1021/acsami.7b16349,78,ACS Applied Materials & Interfaces,2017-12-27
126,10.1002/cssc.201402032,2014-04-24,ChemSusChem,0.83,4.9,0.35,1.5,100.0,1.5,MAPbI,pin,10.1002/cssc.201402032,60,ChemSusChem,2014-04-24
127,10.1007/s12274-018-2151-4,2018-08-01,Nano Research,0.46,4.75,0.6920000000000001,1.51,100.0,1.76,CsBiI,nip,10.1007/s12274-018-2151-4,36,Nano Research,2018-08-01
128,10.1021/acs.jpcc.9b02958,2019-05-15,The Journal of Physical Chemistry C,0.78,3.72,0.54,1.55,100.0,2.05,MASbI,pin,10.1021/acs.jpcc.9b02958,10,The Journal of Physical Chemistry C,2019-05-15
129,10.1002/cnma.201800375,2018-09-19,ChemNanoMat,0.7,4.3,0.526,1.6,100.0,1.6,MAPbI,nip,10.1002/cnma.201800375,8,ChemNanoMat,2018-09-19
130,10.1038/s42004-019-0195-3,2019-08-08,Communications Chemistry,0.87,2.7,0.69,1.62,100.0,2.1,MABiI,nip,10.1038/s42004-019-0195-3,59,Communications Chemistry,2019-08-08
131,10.1021/acs.jpclett.7b01952,2017-08-25,The Journal of Physical Chemistry Letters,0.81,2.95,0.69,1.64,100.0,2.26,MABiI,nip,10.1021/acs.jpclett.7b01952,172,The Journal of Physical Chemistry Letters,2017-08-25
132,10.1021/acsaem.8b01140,2018-08-20,ACS Applied Energy Materials,0.88,5.6,0.34,1.66,100.0,,CsFAMAPbBrI,Back contacted,10.1021/acsaem.8b01140,20,ACS Applied Energy Materials,2018-08-20
133,10.1021/jp5126624,2015-01-06,The Journal of Physical Chemistry C,0.289,15.06,0.38,1.67,100.0,1.37,CsSnBrI,nip,10.1021/jp5126624,251,The Journal of Physical Chemistry C,2015-01-06
134,10.1155/2016/2953592,2016-08-30,International Journal of Photoenergy,0.8,6.0,0.35,1.68,100.0,1.6,MAPbI,nip,10.1155/2016/2953592,2,International Journal of Photoenergy,2016-08-30
135,10.1021/acsami.8b15578,2018-11-14,ACS Applied Materials & Interfaces,0.9,4.29,0.44,1.69,100.0,1.68,CsPb(SCN)I,nip,10.1021/acsami.8b15578,24,ACS Applied Materials & Interfaces,2018-11-14
136,10.1039/c6ra19476a,2016-09-16,RSC Advances,0.377,12.1,0.366,1.7,100.0,,MASnI,pin,10.1039/c6ra19476a,84,RSC Advances,2016-09-16
137,10.1007/s12274-016-1051-8,2016-03-29,Nano Research,0.471,6.84,0.527,1.7,100.0,,FASnBrI,pin,10.1007/s12274-016-1051-8,58,Nano Research,2016-03-29
138,10.1039/c5ta10155g,2015-12-22,Journal of Materials Chemistry A,0.52,8.69,0.379,1.73,100.0,1.6,MAPbI,pin,10.1039/c5ta10155g,37,Journal of Materials Chemistry A,2015-12-22
139,10.1088/2053-1591/ab4d85,2019-10-14,Materials Research Express,0.74,3.5,0.682,1.77,100.0,,nanSnI,nip,10.1088/2053-1591/ab4d85,1,Materials Research Express,2019-10-14
140,10.1039/c5ta01246e,2015-03-24,Journal of Materials Chemistry A,0.21,22.61,0.37,1.77,100.0,1.21,MAPbSnI,nip,10.1039/c5ta01246e,71,Journal of Materials Chemistry A,2015-03-24
141,10.1039/c9ta10422d,2019-12-11,Journal of Materials Chemistry A,0.91,3.0,0.65,1.8,100.0,,AgCsBiBr,nip,10.1039/c9ta10422d,26,Journal of Materials Chemistry A,2019-12-11
142,10.1021/acs.chemmater.8b04064,2019-01-05,Chemistry of Materials,0.83,3.936,0.562,1.83,100.0,2.54,(ImEA)PbI,nip,10.1021/acs.chemmater.8b04064,34,Chemistry of Materials,2019-01-05
143,10.7567/APEX.10.094101,2017-08-18,Applied Physics Express,0.813,3.61,0.628,1.84,100.0,1.6,MAPbI,nip,10.7567/APEX.10.094101,15,Applied Physics Express,2017-08-18
144,10.1002/slct.201801824,2018-07-26,ChemistrySelect,0.61,8.78,0.32,1.86,100.0,1.5,MAPbI,nip,10.1002/slct.201801824,3,ChemistrySelect,2018-07-26
